STT,MaSV,HoTen,NgaySinh,NoiSinh,GioiTinh,MaLop,Email,KhoaHoc,BacDaoTao,LoaiHinhDT,NganhDT,ChuyenNganh,Khoa,TinhTrang
3187,SV3806,Dương Đức Sơn,2003-03-27,Nam Định,Nam,KHVL03,sv3806@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3188,SV3807,Lý Thanh Huy,2004-04-01,Quảng Nam,Nam,KHVL03,sv3807@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3189,SV3808,Nguyễn Mỹ Anh,2005-05-02,Khánh Hòa,Nữ,KHVL03,sv3808@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3190,SV3809,Trần Trọng Dũng,2006-06-03,Lâm Đồng,Nam,KHVL03,sv3809@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3191,SV381,Ngô Bảo Hương,2003-10-04,Long An,Nữ,CNTT05,sv381@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Trí tuệ nhân tạo,CNTT,Đang học
3192,SV3810,Lê Văn Long,2002-07-04,TP.HCM,Nam,KHVL03,sv3810@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3193,SV3811,Phạm Thanh Linh,2003-08-05,Hà Nội,Nữ,KHVL03,sv3811@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3194,SV3812,Hoàng Phương Nga,2004-09-06,Đà Nẵng,Nữ,KHVL03,sv3812@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3195,SV3813,Huỳnh Thanh Đạt,2005-10-07,Cần Thơ,Nam,KHVL03,sv3813@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3196,SV3814,Phan Gia Cường,2006-11-08,Đồng Nai,Nam,KHVL03,sv3814@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3197,SV3815,Vũ Trọng Khang,2002-12-09,Bình Dương,Nam,KHVL03,sv3815@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3198,SV3816,Võ Thị Lan,2003-01-10,Long An,Nữ,KHVL03,sv3816@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3199,SV3817,Đặng Thanh My,2004-02-11,Tiền Giang,Nữ,KHVL03,sv3817@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3200,SV3818,Bùi Phương Trang,2005-03-12,Nghệ An,Nữ,KHVL03,sv3818@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3201,SV3819,Đỗ Thanh Bình,2006-04-13,Thanh Hóa,Nam,KHVL03,sv3819@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3202,SV382,Dương Mỹ Mai,2004-11-05,Tiền Giang,Nữ,CNTT05,sv382@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Trí tuệ nhân tạo,CNTT,Đang học
3203,SV3820,Hồ Gia Hải,2002-05-14,Hải Phòng,Nam,KHVL03,sv3820@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3204,SV3821,Ngô Khánh Hương,2003-06-15,Nam Định,Nữ,KHVL03,sv3821@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3205,SV3822,Dương Thị Mai,2004-07-16,Quảng Nam,Nữ,KHVL03,sv3822@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3206,SV3823,Lý Thanh Thảo,2005-08-17,Khánh Hòa,Nữ,KHVL03,sv3823@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3207,SV3824,Nguyễn Phương Anh,2006-09-18,Lâm Đồng,Nữ,KHVL03,sv3824@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3208,SV3825,Trần Bảo Dung,2002-10-19,TP.HCM,Nữ,KHVL03,sv3825@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3209,SV3826,Lê Gia Long,2003-11-20,Hà Nội,Nam,KHVL03,sv3826@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3210,SV3827,Phạm Trọng Quân,2004-12-21,Đà Nẵng,Nam,KHVL03,sv3827@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3211,SV3828,Hoàng Thị Nga,2005-01-22,Cần Thơ,Nữ,KHVL03,sv3828@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3212,SV3829,Huỳnh Quốc Đạt,2006-02-23,Đồng Nai,Nam,KHVL03,sv3829@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3213,SV383,Lý Khánh Thảo,2005-12-06,Nghệ An,Nữ,CNTT05,sv383@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Trí tuệ nhân tạo,CNTT,Đang học
3214,SV3830,Phan Đức Cường,2002-03-24,Bình Dương,Nam,KHVL03,sv3830@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3215,SV3831,Vũ Bảo Hà,2003-04-25,Long An,Nữ,KHVL03,sv3831@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3216,SV3832,Võ Mỹ Lan,2004-05-26,Tiền Giang,Nữ,KHVL03,sv3832@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3217,SV3833,Đặng Trọng Tùng,2005-06-27,Nghệ An,Nam,KHVL03,sv3833@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3218,SV3834,Bùi Văn Khôi,2006-07-01,Thanh Hóa,Nam,KHVL03,sv3834@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3219,SV3835,Đỗ Quốc Bình,2002-08-02,Hải Phòng,Nam,KHVL03,sv3835@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3220,SV3836,Hồ Phương Giang,2003-09-03,Nam Định,Nữ,KHVL03,sv3836@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3221,SV3837,Ngô Bảo Hương,2004-10-04,Quảng Nam,Nữ,KHVL03,sv3837@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3222,SV3838,Dương Mỹ Mai,2005-11-05,Khánh Hòa,Nữ,KHVL03,sv3838@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3223,SV3839,Lý Trọng Huy,2006-12-06,Lâm Đồng,Nam,KHVL03,sv3839@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3224,SV384,Nguyễn Thị Anh,2006-01-07,Thanh Hóa,Nữ,CNTT05,sv384@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Trí tuệ nhân tạo,CNTT,Đang học
3225,SV3840,Nguyễn Văn An,2002-01-07,TP.HCM,Nam,KHVL03,sv3840@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu nano,KHVL,Đang học
3226,SV3841,Trần Thanh Dung,2003-02-08,Hà Nội,Nữ,KHVL04,sv3841@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3227,SV3842,Lê Phương Hạnh,2004-03-09,Đà Nẵng,Nữ,KHVL04,sv3842@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3228,SV3843,Phạm Bảo Linh,2005-04-10,Cần Thơ,Nữ,KHVL04,sv3843@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3229,SV3844,Hoàng Mỹ Nga,2006-05-11,Đồng Nai,Nữ,KHVL04,sv3844@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3230,SV3845,Huỳnh Khánh Yến,2002-06-12,Bình Dương,Nữ,KHVL04,sv3845@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3231,SV3846,Phan Văn Cường,2003-07-13,Long An,Nam,KHVL04,sv3846@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3232,SV3847,Vũ Quốc Khang,2004-08-14,Tiền Giang,Nam,KHVL04,sv3847@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3233,SV3848,Võ Phương Lan,2005-09-15,Nghệ An,Nữ,KHVL04,sv3848@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3234,SV3849,Đặng Thanh Tùng,2006-10-16,Thanh Hóa,Nam,KHVL04,sv3849@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3235,SV385,Trần Thanh Dung,2002-02-08,Hải Phòng,Nữ,CNTT05,sv385@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Trí tuệ nhân tạo,CNTT,Đang học
3236,SV3850,Bùi Gia Khôi,2002-11-17,Hải Phòng,Nam,KHVL04,sv3850@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3237,SV3851,Đỗ Khánh Bích,2003-12-18,Nam Định,Nữ,KHVL04,sv3851@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3238,SV3852,Hồ Thị Giang,2004-01-19,Quảng Nam,Nữ,KHVL04,sv3852@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3239,SV3853,Ngô Quốc Nam,2005-02-20,Khánh Hòa,Nam,KHVL04,sv3853@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3240,SV3854,Dương Đức Sơn,2006-03-21,Lâm Đồng,Nam,KHVL04,sv3854@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3241,SV3855,Lý Thanh Huy,2002-04-22,TP.HCM,Nam,KHVL04,sv3855@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3242,SV3856,Nguyễn Mỹ Anh,2003-05-23,Hà Nội,Nữ,KHVL04,sv3856@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3243,SV3857,Trần Khánh Dung,2004-06-24,Đà Nẵng,Nữ,KHVL04,sv3857@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3244,SV3858,Lê Thị Hạnh,2005-07-25,Cần Thơ,Nữ,KHVL04,sv3858@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3245,SV3859,Phạm Quốc Quân,2006-08-26,Đồng Nai,Nam,KHVL04,sv3859@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3246,SV386,Lê Đức Long,2003-03-09,Nam Định,Nam,CNTT05,sv386@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Trí tuệ nhân tạo,CNTT,Đang học
3247,SV3860,Hoàng Đức Việt,2002-09-27,Bình Dương,Nam,KHVL04,sv3860@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3248,SV3861,Huỳnh Bảo Yến,2003-10-01,Long An,Nữ,KHVL04,sv3861@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3249,SV3862,Phan Mỹ Chi,2004-11-02,Tiền Giang,Nữ,KHVL04,sv3862@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3250,SV3863,Vũ Khánh Hà,2005-12-03,Nghệ An,Nữ,KHVL04,sv3863@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3251,SV3864,Võ Thị Lan,2006-01-04,Thanh Hóa,Nữ,KHVL04,sv3864@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3252,SV3865,Đặng Thanh My,2002-02-05,Hải Phòng,Nữ,KHVL04,sv3865@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3253,SV3866,Bùi Đức Khôi,2003-03-06,Nam Định,Nam,KHVL04,sv3866@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3254,SV3867,Đỗ Thanh Bình,2004-04-07,Quảng Nam,Nam,KHVL04,sv3867@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3255,SV3868,Hồ Mỹ Giang,2005-05-08,Khánh Hòa,Nữ,KHVL04,sv3868@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3256,SV3869,Ngô Trọng Nam,2006-06-09,Lâm Đồng,Nam,KHVL04,sv3869@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3257,SV387,Phạm Thanh Quân,2004-04-10,Quảng Nam,Nam,CNTT05,sv387@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Trí tuệ nhân tạo,CNTT,Đang học
3258,SV3870,Dương Văn Sơn,2002-07-10,TP.HCM,Nam,KHVL04,sv3870@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3259,SV3871,Lý Thanh Thảo,2003-08-11,Hà Nội,Nữ,KHVL04,sv3871@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3260,SV3872,Nguyễn Phương Anh,2004-09-12,Đà Nẵng,Nữ,KHVL04,sv3872@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3261,SV3873,Trần Thanh Dũng,2005-10-13,Cần Thơ,Nam,KHVL04,sv3873@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3262,SV3874,Lê Gia Long,2006-11-14,Đồng Nai,Nam,KHVL04,sv3874@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3263,SV3875,Phạm Trọng Quân,2002-12-15,Bình Dương,Nam,KHVL04,sv3875@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3264,SV3876,Hoàng Thị Nga,2003-01-16,Long An,Nữ,KHVL04,sv3876@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3265,SV3877,Huỳnh Thanh Yến,2004-02-17,Tiền Giang,Nữ,KHVL04,sv3877@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3266,SV3878,Phan Phương Chi,2005-03-18,Nghệ An,Nữ,KHVL04,sv3878@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3267,SV3879,Vũ Thanh Khang,2006-04-19,Thanh Hóa,Nam,KHVL04,sv3879@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3268,SV388,Hoàng Mỹ Nga,2005-05-11,Khánh Hòa,Nữ,CNTT05,sv388@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Trí tuệ nhân tạo,CNTT,Đang học
3269,SV3880,Võ Gia Phong,2002-05-20,Hải Phòng,Nam,KHVL04,sv3880@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3270,SV3881,Đặng Khánh My,2003-06-21,Nam Định,Nữ,KHVL04,sv3881@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3271,SV3882,Bùi Thị Trang,2004-07-22,Quảng Nam,Nữ,KHVL04,sv3882@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3272,SV3883,Đỗ Thanh Bích,2005-08-23,Khánh Hòa,Nữ,KHVL04,sv3883@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3273,SV3884,Hồ Phương Giang,2006-09-24,Lâm Đồng,Nữ,KHVL04,sv3884@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3274,SV3885,Ngô Bảo Hương,2002-10-25,TP.HCM,Nữ,KHVL04,sv3885@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3275,SV3886,Dương Gia Sơn,2003-11-26,Hà Nội,Nam,KHVL04,sv3886@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3276,SV3887,Lý Trọng Huy,2004-12-27,Đà Nẵng,Nam,KHVL04,sv3887@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3277,SV3888,Nguyễn Thị Anh,2005-01-01,Cần Thơ,Nữ,KHVL04,sv3888@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3278,SV3889,Trần Quốc Dũng,2006-02-02,Đồng Nai,Nam,KHVL04,sv3889@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3279,SV389,Huỳnh Trọng Đạt,2006-06-12,Lâm Đồng,Nam,CNTT05,sv389@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Trí tuệ nhân tạo,CNTT,Đang học
3280,SV3890,Lê Đức Long,2002-03-03,Bình Dương,Nam,KHVL04,sv3890@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3281,SV3891,Phạm Bảo Linh,2003-04-04,Long An,Nữ,KHVL04,sv3891@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3282,SV3892,Hoàng Mỹ Nga,2004-05-05,Tiền Giang,Nữ,KHVL04,sv3892@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3283,SV3893,Huỳnh Trọng Đạt,2005-06-06,Nghệ An,Nam,KHVL04,sv3893@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3284,SV3894,Phan Văn Cường,2006-07-07,Thanh Hóa,Nam,KHVL04,sv3894@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3285,SV3895,Vũ Quốc Khang,2002-08-08,Hải Phòng,Nam,KHVL04,sv3895@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3286,SV3896,Võ Phương Lan,2003-09-09,Nam Định,Nữ,KHVL04,sv3896@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3287,SV3897,Đặng Bảo My,2004-10-10,Quảng Nam,Nữ,KHVL04,sv3897@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3288,SV3898,Bùi Mỹ Trang,2005-11-11,Khánh Hòa,Nữ,KHVL04,sv3898@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3289,SV3899,Đỗ Trọng Bình,2006-12-12,Lâm Đồng,Nam,KHVL04,sv3899@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3290,SV390,Phan Văn Cường,2002-07-13,TP.HCM,Nam,CNTT05,sv390@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Trí tuệ nhân tạo,CNTT,Đang học
3291,SV3900,Hồ Văn Hải,2002-01-13,TP.HCM,Nam,KHVL04,sv3900@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3292,SV3901,Ngô Thanh Hương,2003-02-14,Hà Nội,Nữ,KHVL04,sv3901@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3293,SV3902,Dương Phương Mai,2004-03-15,Đà Nẵng,Nữ,KHVL04,sv3902@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3294,SV3903,Lý Bảo Thảo,2005-04-16,Cần Thơ,Nữ,KHVL04,sv3903@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3295,SV3904,Nguyễn Mỹ Anh,2006-05-17,Đồng Nai,Nữ,KHVL04,sv3904@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3296,SV3905,Trần Khánh Dung,2002-06-18,Bình Dương,Nữ,KHVL04,sv3905@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3297,SV3906,Lê Văn Long,2003-07-19,Long An,Nam,KHVL04,sv3906@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3298,SV3907,Phạm Quốc Quân,2004-08-20,Tiền Giang,Nam,KHVL04,sv3907@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3299,SV3908,Hoàng Phương Nga,2005-09-21,Nghệ An,Nữ,KHVL04,sv3908@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3300,SV3909,Huỳnh Thanh Đạt,2006-10-22,Thanh Hóa,Nam,KHVL04,sv3909@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3301,SV391,Vũ Thanh Hà,2003-08-14,Hà Nội,Nữ,CNTT05,sv391@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Trí tuệ nhân tạo,CNTT,Đang học
3302,SV3910,Phan Gia Cường,2002-11-23,Hải Phòng,Nam,KHVL04,sv3910@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3303,SV3911,Vũ Khánh Hà,2003-12-24,Nam Định,Nữ,KHVL04,sv3911@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3304,SV3912,Võ Thị Lan,2004-01-25,Quảng Nam,Nữ,KHVL04,sv3912@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3305,SV3913,Đặng Quốc Tùng,2005-02-26,Khánh Hòa,Nam,KHVL04,sv3913@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3306,SV3914,Bùi Đức Khôi,2006-03-27,Lâm Đồng,Nam,KHVL04,sv3914@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3307,SV3915,Đỗ Thanh Bình,2002-04-01,TP.HCM,Nam,KHVL04,sv3915@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3308,SV3916,Hồ Mỹ Giang,2003-05-02,Hà Nội,Nữ,KHVL04,sv3916@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3309,SV3917,Ngô Khánh Hương,2004-06-03,Đà Nẵng,Nữ,KHVL04,sv3917@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3310,SV3918,Dương Thị Mai,2005-07-04,Cần Thơ,Nữ,KHVL04,sv3918@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3311,SV3919,Lý Quốc Huy,2006-08-05,Đồng Nai,Nam,KHVL04,sv3919@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3312,SV392,Võ Phương Lan,2004-09-15,Đà Nẵng,Nữ,CNTT05,sv392@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Trí tuệ nhân tạo,CNTT,Đang học
3313,SV3920,Nguyễn Đức An,2002-09-06,Bình Dương,Nam,KHVL04,sv3920@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Vật liệu bán dẫn,KHVL,Đang học
3314,SV3921,Trần Bảo Dung,2003-10-07,Long An,Nữ,KHVL05,sv3921@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
3315,SV3922,Lê Mỹ Hạnh,2004-11-08,Tiền Giang,Nữ,KHVL05,sv3922@student.edu.vn,2022-2026,Đại học,Chính quy,Khoa học vật liệu,Kỹ thuật vật liệu,KHVL,Đang học
